record_id,title_abstract_decision,exclusion_reason,rationale
RDB3B16F5F0EB,exclude,E01,"Sociological/administrative study titled ""'Directors of Conscience""?: Feminism, Foucault and the EEO in the Public Service"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
RE2040EF5EEC3,exclude,E01,"Sociological/administrative study titled ""Survival, an Israeli Ju Jutsu school of martial arts; Violence, body, practice and the national"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
RF2F21D0B0523,exclude,E01,"Sociological/administrative study titled ""Indigenous Self-determination through a Government Agency? The Impossible Task of the Swedish Sámediggi"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R35E5908D7FBF,exclude,E01,"Sociological/administrative study titled ""Role of the Intellectual in Public Bureaucracy"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R57F5634C16D9,exclude,E01,"Sociological/administrative study titled ""The Uncharted World of Cypriot Colonial Servants and the Ideological Foundations of British Rule"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
RB3C78C517850,exclude,E01,"Sociological/administrative study titled ""A Beleaguered Welfare Program: A Case Study in Organizational Response"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R03B50C1C8878,exclude,E01,"Sociological/administrative study titled ""Intellectuals and the State from Ancient China to the Han Dynasty"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R6F4DD048DD4E,exclude,E01,"Sociological/administrative study titled ""Cultures of Categories: Psychological Diagnoses as Institutional and Political Projects before and after the Transition from State Socialism in 1989 in East Germany"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R0324B3688D95,exclude,E01,"Sociological/administrative study titled ""Marx's Theory of Proletarian Dictatorship Revisited"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R5C6E2AFE1B6F,exclude,E01,"Sociological/administrative study titled ""An Attempt at Developing an Organizational Theory of Yugoslav Enterprises"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R30C89A521FDF,exclude,E01,"Sociological/administrative study titled ""The Influence of Simmel on Max Weber: The Tragic Condition of Rationalized Modernity"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R3983340AC0A3,exclude,E01,"Sociological/administrative study titled ""Risk, Instrumentalism and the Humane Project in Social Work: Identifying the Informal Logics of Risk Management in Children's Statutory Services"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R884ED394DAD6,exclude,E01,"Sociological/administrative study titled ""Voting, ""Sounding Out,"" and the Governance of Modern Organization"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R3EC317B210E4,exclude,E01,"Sociological/administrative study titled ""Lost and Never Found: The Queer Archive of Feelings and Its Historical Propriety"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R0F622061005E,exclude,E01,"Sociological/administrative study titled ""The Current Consumption Model Is Not Sustainable. Simplicity of Life, Eco-Efficiency, and/or Eco-Capitalism: Options and Profiles of Humanity That Expand Conditions of Sustainability"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
RDB69D727A88B,exclude,E01,"Sociological/administrative study titled ""Invisible fences: Egalitarianism, nationalism and racism"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R2A13EBB9C237,exclude,E01,"Sociological/administrative study titled ""De vuelta a Lipsky: el caso del Programa Estructural en Áreas de Riesgo (PEAR) del Municipio de Belo Horizonte (Brasil)/Lipsky Revisited: the Case of the Structural Programme for Risk Areas (Programa Estrutural em Áreas de Risco - PEAR) of the Municipality of Belo Horizonte (Brazil)"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R23459758AC25,exclude,E01,"Sociological/administrative study titled ""The Theory of Bureaucracy and Its Implications for Administrative Thinking"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
R366C129C75C8,exclude,E01,"Sociological/administrative study titled ""The multi-ethnic and multicultural city: An Asian perspective"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
REC7CFD043391,exclude,E01,"Sociological/administrative study titled ""A Comparative Analysis of Local Union Democracy"" — concerns bureaucracy, organizations, governance, or social institutions generally, with no water or sanitation service-access subject matter."
